effect,group,term,estimate,std.error,statistic,df,p.value
fixed,NA,(Intercept),-7.241238711215551e-4,0.04491460002279105,-0.016122237997312952,45.836204037333815,0.9872068461597807
fixed,NA,X_a,0.4197207578910711,0.02372697338163644,17.689603774576458,1243.1056669602915,1.2426197060973653e-62
fixed,NA,X_c,0.34460883776228673,0.031903425147176104,10.801625097385175,8.00343075083588,4.74385869255168e-6
fixed,NA,X_f,0.4024075096101985,0.03907194822028663,10.299141147030483,8.002114019451403,6.7954153121619585e-6
fixed,NA,X_a:X_c,0.3862339653833323,0.023046127274000596,16.75917002415676,11047.217889152265,2.843965401437391e-62
fixed,NA,X_a:X_f,0.44386393342087976,0.028172582823757855,15.755173609661753,11030.800468122783,2.5330831355059142e-55
fixed,NA,X_c:X_f,0.3386057431438818,0.07814344319528341,4.333130577541782,8.001928740516565,0.0024999929584403214
fixed,NA,X_a:X_c:X_f,0.32499543235203515,0.0563342364839601,5.76905719569964,11028.716629515708,8.186083581344203e-9
ran_pars,subj_id,sd__(Intercept),0.2085258599902169,NA,NA,NA,NA
ran_pars,lab_id,sd__(Intercept),0.2629745637150914,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.05405662980105208,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.36207454542810746,NA,NA,NA,NA
fixed,NA,(Intercept),-0.024430094055861513,0.03849368163754373,-0.6346520524042135,35.92768162180818,0.5296763774289446
fixed,NA,X_a,0.44952951500457045,0.02391193757670822,18.799376401954202,1239.3907184220868,1.4523335899805475e-69
fixed,NA,X_c,0.393617026626258,0.047139272516750916,8.35008699988712,7.99971120949562,3.204829705827427e-5
fixed,NA,X_f,0.4057746987704634,0.05773229851104773,7.028556098330535,7.998999755097067,1.095444597997883e-4
fixed,NA,X_a:X_c,0.44516650622668735,0.02309946724823538,19.27172178660071,11131.379537808103,1.9537628951142625e-81
fixed,NA,X_a:X_f,0.4263459682542029,0.028200909652150788,15.118163687379033,11112.274512730299,3.9587637273119033e-51
fixed,NA,X_c:X_f,0.5663145067936217,0.11546630838947945,4.904586581943765,7.999474096511346,0.0011870998456584303
fixed,NA,X_a:X_c:X_f,0.47460194207112416,0.05640394048145968,8.414340168788895,11115.130870687186,4.434548737555081e-17
ran_pars,subj_id,sd__(Intercept),0.21035096881329937,NA,NA,NA,NA
ran_pars,lab_id,sd__(Intercept),0.18885592424606062,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.08082248617118178,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.36717108280046457,NA,NA,NA,NA
fixed,NA,(Intercept),-0.012642041790344942,0.03126112524777788,-0.40440136719786085,42.937293369172124,0.6879250545223337
fixed,NA,X_a,0.4197606259021748,0.022751500295971318,18.449799812828307,1244.6630140552982,2.22017337549114e-67
fixed,NA,X_c,0.4570559277671244,0.032693546845777306,13.980004369766252,8.002156948666503,6.626709519855507e-7
fixed,NA,X_f,0.422849623707792,0.04004176158662838,10.560215309033737,8.002563171159188,5.6287052728263845e-6
fixed,NA,X_a:X_c,0.4408268379042214,0.022181859243849723,19.873304264449686,11053.530496053025,2.2125180083707975e-86
fixed,NA,X_a:X_f,0.4537320327426188,0.027154633326434252,16.70919387082733,11050.882283228817,6.444041296307196e-62
fixed,NA,X_c:X_f,0.44745886877332136,0.08008560056460949,5.587257454757195,8.003392934409765,5.17112511097654e-4
fixed,NA,X_a:X_c:X_f,0.610243374830274,0.054348888075160265,11.228258690156736,11061.099678138591,4.2556604869169577e-29
ran_pars,subj_id,sd__(Intercept),0.20425761776162088,NA,NA,NA,NA
ran_pars,lab_id,sd__(Intercept),0.16461272158868748,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.055472337416172246,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.35971997955120133,NA,NA,NA,NA
fixed,NA,(Intercept),0.008741354928085929,0.03156342987405316,0.2769456603089829,45.90282830270914,0.7830651691663053
fixed,NA,X_a,0.44755962409477473,0.02382549237654541,18.784905554999863,1243.0490272916163,1.7028626756598424e-69
fixed,NA,X_c,0.46393450241803785,0.025101578589149503,18.482283923712266,7.9924949991943475,7.65109260709184e-8
fixed,NA,X_f,0.48227232990854946,0.03074509688076297,15.68615417862952,7.994646056819759,2.7420515958689805e-7
fixed,NA,X_a:X_c,0.44962393927155403,0.023121662453242896,19.44600394460359,11117.983553364505,7.433333863139718e-83
fixed,NA,X_a:X_f,0.46349934130546255,0.028358515517068646,16.3442737694252,11125.319469057888,2.343636705404066e-59
fixed,NA,X_c:X_f,0.37620906447095587,0.06148848525667718,6.1183661119721995,7.9937579254257844,2.8457259798907923e-4
fixed,NA,X_a:X_c:X_f,0.40897401394375643,0.056687026615919574,7.2145963258002865,11117.97657282622,5.761447340273639e-13
ran_pars,subj_id,sd__(Intercept),0.21156865092238752,NA,NA,NA,NA
ran_pars,lab_id,sd__(Intercept),0.17930247030770455,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.041897539631125115,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.36852355366004125,NA,NA,NA,NA
fixed,NA,(Intercept),-0.01401173738207231,0.03643219020576018,-0.3845977225892106,37.38081028362324,0.7027149224223669
