effect,group,term,estimate,std.error,statistic,df,p.value
fixed,NA,(Intercept),-0.09692162676255436,0.23307120848452878,-0.41584555807109913,22.69730425324806,0.6814285278207883
fixed,NA,X_i,-0.09168398655924732,0.4635972628791063,-0.19776645355897204,22.20569511444778,0.8450270115038465
ran_pars,subj_id,sd__(Intercept),0.9982097289358913,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.13418826862460123,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,0.9781550521403275,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),1.1332572457973717,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.9976659554615971,NA,NA,NA,NA
fixed,NA,(Intercept),-0.05704590024153736,0.21900415477122698,-0.26047862106144903,22.73987020075616,0.7968388253032914
fixed,NA,X_i,0.035149291570540836,0.4353470168916756,0.08073856074977262,22.19228910308736,0.9363735813008273
ran_pars,subj_id,sd__(Intercept),1.0013430245597243,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.184783836518126,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,1.0176964881182287,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),1.063728808419831,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,1.0045021020734006,NA,NA,NA,NA
fixed,NA,(Intercept),-0.05770036003056619,0.24678688104946894,-0.2338064316271335,22.576663959197496,0.8172423520103204
fixed,NA,X_i,-0.060522089092009776,0.4911381344223605,-0.12322824242347069,22.134253747272552,0.9030384831417776
ran_pars,subj_id,sd__(Intercept),1.0028651969592277,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.16149297005250815,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,0.9762239529014759,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),1.2008564073201975,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.997046517572555,NA,NA,NA,NA
fixed,NA,(Intercept),-0.11688564547899669,0.18332033046721552,-0.6376032880864797,23.00223453241231,0.5300282278548702
fixed,NA,X_i,0.90965388083792,0.36370638064149496,2.501066600023619,22.274832572530013,0.02021378561430285
ran_pars,subj_id,sd__(Intercept),0.9736097311933428,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.1766537544152094,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,1.0239964266822736,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.8876899709671378,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,1.0026126573885061,NA,NA,NA,NA
fixed,NA,(Intercept),-0.2059539762539021,0.20087886679587919,-1.0252645265227425,22.860507169349987,0.3159656486923798
fixed,NA,X_i,1.1668790282488328,0.39890093564821216,2.925235124737574,22.21721447138631,0.007786360365351427
ran_pars,subj_id,sd__(Intercept),0.9902508746432177,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.2058526601012269,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,0.9973051294502805,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.9743152931403252,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.9986734505012775,NA,NA,NA,NA
